time,symbol,side,price,volume,commission,pnl,tags
2026-03-27 01:30:00,rb888,buy,3120.0,1,3.12,14.0,close
2026-03-27 14:00:00,rb888,buy,3125.0,1,3.125,0.0,
2026-03-30 01:00:00,rb888,sell,3127.0,1,3.1270000000000002,2.0,close
2026-03-30 01:15:00,rb888,buy,3147.0,1,3.1470000000000002,0.0,
2026-03-30 01:45:00,rb888,sell,3137.0,1,3.137,-10.0,close
2026-04-01 06:45:00,rb888,sell,3119.0,1,3.119,0.0,
2026-04-01 13:30:00,rb888,buy,3119.0,1,3.119,0.0,close
2026-04-01 13:45:00,rb888,sell,3103.0,1,3.103,0.0,
2026-04-02 05:30:00,rb888,buy,3113.0,1,3.113,-10.0,close
2026-04-02 05:45:00,rb888,buy,3113.0,1,3.113,0.0,
2026-04-02 13:15:00,rb888,sell,3100.0,1,3.1,-13.0,close
2026-04-08 05:30:00,rb888,buy,3112.0,1,3.112,0.0,
2026-04-09 01:30:00,rb888,sell,3105.0,1,3.105,-7.0,close
2026-04-10 02:00:00,rb888,buy,3099.0,1,3.099,0.0,
2026-04-10 13:45:00,rb888,sell,3090.0,1,3.0900000000000003,-9.0,close
2026-04-13 13:30:00,rb888,sell,3096.0,1,3.096,0.0,
2026-04-14 01:00:00,rb888,buy,3103.0,1,3.103,-7.0,close
2026-04-14 13:00:00,rb888,buy,3104.0,1,3.104,0.0,
2026-04-15 01:00:00,rb888,sell,3097.0,1,3.097,-7.0,close
2026-04-15 02:30:00,rb888,buy,3104.0,1,3.104,0.0,
2026-04-15 13:00:00,rb888,sell,3103.0,1,3.103,-1.0,close
2026-04-20 05:30:00,rb888,buy,3160.0,1,3.16,0.0,
2026-04-20 06:45:00,rb888,sell,3171.0,1,3.1710000000000003,11.0,close
2026-04-20 13:00:00,rb888,buy,3175.0,1,3.1750000000000003,0.0,
2026-04-21 13:00:00,rb888,sell,3167.0,1,3.1670000000000003,-8.0,close
2026-04-22 01:30:00,rb888,buy,3178.0,1,3.178,0.0,
2026-04-22 13:00:00,rb888,sell,3187.0,1,3.1870000000000003,9.0,close
2026-04-23 02:45:00,rb888,sell,3185.0,1,3.185,0.0,
2026-04-23 13:00:00,rb888,buy,3195.0,1,3.1950000000000003,-10.0,close
2026-04-24 02:00:00,rb888,sell,3185.0,1,3.185,0.0,
2026-04-24 02:45:00,rb888,buy,3193.0,1,3.193,-8.0,close
2026-04-27 01:45:00,rb888,sell,3195.0,1,3.1950000000000003,0.0,
2026-04-28 01:45:00,rb888,buy,3177.0,1,3.177,18.0,close
2026-04-28 06:45:00,rb888,buy,3177.0,1,3.177,0.0,
2026-04-28 13:30:00,rb888,sell,3168.0,1,3.168,-9.0,close
2026-04-29 06:45:00,rb888,buy,3196.0,1,3.196,0.0,
2026-04-30 06:15:00,rb888,sell,3208.0,1,3.208,12.0,close
2026-05-06 02:00:00,rb888,buy,3245.0,1,3.245,0.0,
2026-05-06 06:45:00,rb888,sell,3262.0,1,3.262,17.0,close
2026-05-06 13:45:00,rb888,buy,3267.0,1,3.2670000000000003,0.0,
2026-05-07 01:45:00,rb888,sell,3258.0,1,3.258,-9.0,close
2026-05-07 05:30:00,rb888,buy,3272.0,1,3.2720000000000002,0.0,
2026-05-08 06:45:00,rb888,sell,3262.0,1,3.262,-10.0,close
2026-05-08 13:15:00,rb888,sell,3263.0,1,3.2630000000000003,0.0,
2026-05-08 14:30:00,rb888,buy,3274.0,1,3.274,-11.0,close
2026-05-11 01:00:00,rb888,buy,3283.0,1,3.2830000000000004,0.0,
2026-05-11 13:15:00,rb888,sell,3272.0,1,3.2720000000000002,-11.0,close
2026-05-11 13:30:00,rb888,sell,3272.0,1,3.2720000000000002,0.0,
2026-05-12 01:15:00,rb888,buy,3293.0,1,3.293,-21.0,close
2026-05-12 01:30:00,rb888,buy,3293.0,1,3.293,0.0,
2026-05-12 02:00:00,rb888,sell,3277.0,1,3.277,-16.0,close
2026-05-13 01:45:00,rb888,buy,3264.0,1,3.2640000000000002,0.0,
2026-05-13 02:45:00,rb888,sell,3253.0,1,3.253,-11.0,close
2026-05-13 03:15:00,rb888,sell,3247.0,1,3.2470000000000003,0.0,
2026-05-13 06:00:00,rb888,buy,3260.0,1,3.2600000000000002,-13.0,close
2026-05-14 01:15:00,rb888,sell,3244.0,1,3.244,0.0,
2026-05-14 05:30:00,rb888,buy,3256.0,1,3.2560000000000002,-12.0,close
2026-05-15 01:30:00,rb888,sell,3245.0,1,3.245,0.0,
2026-05-18 03:00:00,rb888,buy,3227.0,1,3.2270000000000003,18.0,close
2026-05-19 06:45:00,rb888,buy,3205.0,1,3.205,0.0,
2026-05-19 13:15:00,rb888,sell,3195.0,1,3.1950000000000003,-10.0,close
2026-05-20 01:15:00,rb888,sell,3191.0,1,3.1910000000000003,0.0,
2026-05-21 06:15:00,rb888,buy,3182.0,1,3.182,9.0,close
2026-05-21 06:45:00,rb888,sell,3173.0,1,3.173,0.0,
2026-05-25 01:00:00,rb888,buy,3225.0,1,3.225,-52.0,close
2026-05-25 13:00:00,rb888,sell,3191.0,1,3.1910000000000003,0.0,
2026-05-26 02:00:00,rb888,buy,3171.0,1,3.1710000000000003,20.0,close
2026-05-28 01:30:00,rb888,buy,3155.0,1,3.1550000000000002,0.0,
2026-05-28 06:45:00,rb888,sell,3144.0,1,3.144,-11.0,close
2026-05-29 01:15:00,rb888,buy,3164.0,1,3.164,0.0,
2026-05-29 06:15:00,rb888,sell,3156.0,1,3.156,-8.0,close
2026-06-01 05:45:00,rb888,buy,3185.0,1,3.185,0.0,
2026-06-01 06:15:00,rb888,sell,3179.0,1,3.1790000000000003,-6.0,close
2026-06-03 03:15:00,rb888,sell,3173.0,1,3.173,0.0,
2026-06-04 06:30:00,rb888,buy,3159.0,1,3.1590000000000003,14.0,close
2026-06-05 01:30:00,rb888,buy,3161.0,1,3.161,0.0,
2026-06-08 05:45:00,rb888,sell,3152.0,1,3.152,-9.0,close
2026-06-10 01:15:00,rb888,sell,3147.0,1,3.1470000000000002,0.0,
2026-06-10 01:45:00,rb888,buy,3158.0,1,3.1580000000000004,-11.0,close
2026-06-10 06:15:00,rb888,buy,3167.0,1,3.1670000000000003,0.0,
2026-06-10 06:45:00,rb888,sell,3179.0,1,3.1790000000000003,12.0,close
2026-06-11 02:00:00,rb888,sell,3162.0,1,3.1620000000000004,0.0,
2026-06-12 01:30:00,rb888,buy,3173.0,1,3.173,-11.0,close
2026-06-12 13:15:00,rb888,buy,3188.0,1,3.188,0.0,
2026-06-15 01:00:00,rb888,sell,3174.0,1,3.174,-14.0,close
2026-06-15 01:30:00,rb888,sell,3174.0,1,3.174,0.0,
2026-06-15 02:00:00,rb888,buy,3187.0,1,3.1870000000000003,-13.0,close
2026-06-22 06:30:00,rb888,buy,3127.0,1,3.1270000000000002,0.0,
2026-06-22 14:00:00,rb888,sell,3118.0,1,3.1180000000000003,-9.0,close
2026-06-23 01:00:00,rb888,sell,3113.0,1,3.113,0.0,
2026-06-23 14:15:00,rb888,buy,3117.0,1,3.117,-4.0,close
2026-06-24 01:30:00,rb888,buy,3120.0,1,3.12,0.0,
2026-06-24 02:00:00,rb888,sell,3112.0,1,3.112,-8.0,close
2026-06-24 03:15:00,rb888,sell,3111.0,1,3.111,0.0,
2026-06-25 03:00:00,rb888,buy,3117.0,1,3.117,-6.0,close
2026-06-26 14:30:00,rb888,sell,3086.0,1,3.0860000000000003,0.0,
